321,3011
322,694
103819,8801
324,4227
325,8325
326,2112
327,3062
328,2113
329,145
330,3056
331,4228
332,2114
333,424
334,2115
335,695
336,8294
337,1941
338,3057
339,54
340,2116
341,7308
342,696
343,5024
344,323
345,425
346,2117
347,5512
348,1946
349,55
350,56
351,4195
352,3636
353,697
354,2118
355,100
356,57
357,58
358,4943
5521,7868
360,4284
361,2119
362,621
363,6454
364,59
365,2120
366,2121
367,60
368,2524
369,2122
370,61
371,62
372,63
373,698
374,3612
60137,6914
376,2073
377,64
378,4518
379,2123
380,146
381,3012
382,65
383,2124
384,4944
33154,1458
387,5615
388,6991
389,6484
390,7269
391,4945
392,3381
393,2235
33162,2458
33164,3839
33166,377
401,5960
33171,3840
405,66
407,2125
408,6325
409,3637
410,67
412,2126
413,2525
414,5466
415,3549
416,5216
417,4386
418,5028
419,2526
420,2951
421,3334
422,5004
423,2127
424,2527
425,2278
426,2528
427,4229
428,2128
429,699
431,147
432,2529
32840,4830
434,148
435,149
436,6299
437,4209
438,6670
439,7011
440,150
441,700
442,151
443,4575
444,4230
445,2129
446,4231
447,8326
448,2130
449,7476
450,2131
451,2132
452,3595
453,6300
454,68
455,4274
456,2133
457,69
458,4472
459,2530
460,7176
461,3363
463,2531
464,152
465,2134
466,701
467,6832
468,70
469,3013
470,4862
471,702
472,2532
473,5525
474,71
475,2135
476,5617
477,2533
479,2136
480,72
481,703
482,1947
483,704
484,3382
485,73
486,5618
487,5675
488,6196
489,4519
490,4850
491,2137
492,1948
493,2138
494,705
495,4137
496,7627
497,74
498,6301
499,5891
500,75
501,2139
502,3638
504,2140
98809,1753
506,4387
507,2141
508,76
509,77
510,3639
511,7021
512,5005
513,2142
514,3640
515,78
516,4646
517,2143
518,2534
519,2144
520,450
521,3014
522,2145
523,2535
524,451
98829,4028
526,8327
527,79
528,7626
529,578
66066,3938
531,622
532,2279
533,5676
534,426
535,706
536,7177
537,80
538,579
539,81
540,707
541,153
542,4520
543,452
544,4786
546,4210
547,2146
548,4211
549,708
550,82
551,83
552,84
553,2236
66090,3939
555,709
556,710
558,4647
559,7611
66097,1581
562,711
563,9053
564,7696
565,8329
567,7654
568,4232
569,4947
571,8330
573,7612
574,712
575,3641
577,5996
580,2147
581,2536
582,8299
585,85
586,86
587,87
588,88
589,89
590,90
592,91
593,92
594,154
595,101
596,155
597,324
599,2148
600,5006
603,6326
98908,8777
605,2280
606,3058
608,505
609,3402
610,156
611,3059
612,2149
613,3596
614,8331
615,5961
616,93
617,8601
619,6039
620,7312
621,8332
626,7791
627,5263
628,453
98933,9000
630,5264
631,3597
632,6508
633,4233
635,3529
637,3124
638,8922
639,4948
640,2074
131714,8879
6568,6122
647,713
648,714
650,3598
651,7750
131724,6744
653,2075
656,5619
98961,1754
659,7477
661,94
662,2150
663,715
664,3599
665,716
66203,1583
668,2281
33437,6464
670,2282
671,427
673,580
674,717
678,2985
679,7127
680,718
681,7613
685,5265
687,5025
688,3335
690,7614
691,5007
692,5677
694,3600
695,5648
696,7686
697,6747
698,5513
700,5016
99005,8778
702,7544
99007,1755
704,3619
705,5033
707,2076
708,428
709,3601
710,6584
711,3602
714,1949
715,5526
718,8295
719,2077
720,95
721,7615
722,5090
724,429
33493,496
99030,7164
33495,3428
728,3530
33499,5204
733,506
735,526
736,102
737,430
741,3135
742,3642
743,2078
745,431
746,7807
747,4253
748,719
750,720
753,4234
754,4742
755,7131
756,4235
757,8597
131830,7585
759,5962
760,4817
761,3403
762,721
764,8589
765,2079
766,4236
767,2537
769,7478
66310,5817
775,8333
778,103
779,5253
780,432
781,5266
782,2538
783,4135
784,722
785,550
786,433
787,6833
788,325
33558,5140
793,7616
798,5008
799,723
800,724
801,3567
802,725
803,726
804,727
805,454
806,2539
99112,1756
809,4787
99114,1757
99117,3484
816,7128
818,2080
33587,7048
820,7617
137,8321
824,5468
5599,2391
828,4237
829,4788
830,4238
831,8334
832,728
833,5678
834,4863
66371,3236
836,729
837,3106
838,3003
839,3621
840,7697
841,2283
842,2479
844,4239
99149,1758
846,5702
33615,2058
848,5267
849,2081
850,6509
851,730
852,2082
33621,5303
854,7618
858,157
861,5009
864,7655
865,8598
866,104
867,5065
869,2540
870,4576
33639,6173
872,4138
109372,8825
875,7794
876,6513
146,5018
33646,4204
879,4285
880,2083
881,4577
882,5010
109374,1810
886,7270
888,5527
889,7656
891,2152
33660,3429
893,7129
65685,5394
896,6455
897,3336
898,2153
899,731
900,2284
33669,5050
902,2154
903,158
904,732
905,2207
906,5900
907,6040
908,733
909,734
910,159
911,735
912,736
913,160
914,623
33683,2059
916,737
917,2156
918,2237
919,161
920,738
921,2238
922,739
923,551
924,434
98458,8193
926,740
927,4388
928,1950
929,2157
930,1951
931,741
932,4521
933,2158
934,3603
935,5490
936,5528
937,6327
938,5491
939,6816
940,2159
941,6028
942,1952
943,4578
944,5091
945,2239
946,5492
947,2541
948,2240
949,2285
950,2160
951,2161
952,2241
953,742
954,2162
955,2163
956,5493
957,5089
960,5092
961,5529
962,6328
1123,6456
964,6329
965,1953
966,2164
968,2165
969,2166
970,5530
971,2286
972,6330
973,4389
132046,1881
976,3337
980,8335
981,6510
982,2167
984,5531
986,3063
987,7657
988,6752
990,6782
991,5268
99296,5843
994,743
996,2542
997,7658
998,7699
999,3550
132074,8268
1003,4959
1004,6332
1005,4789
1006,2543
1007,3531
66544,4854
1009,3532
1010,2544
1011,162
1012,2242
1013,2168
1014,4370
1015,3582
1016,163
1017,2545
1018,2546
1019,2169
1020,744
1021,3551
1022,164
1023,2170
1024,5066
1025,2547
33794,497
1027,552
1028,165
1029,1
1030,166
1031,167
1032,168
1033,169
1034,2477
1035,326
1036,170
1037,3064
1040,7688
1041,745
1042,2171
1043,7010
1044,8590
1046,4241
1047,746
1049,3643
1050,6535
1051,7007
1053,8336
1054,7179
1055,5011
1056,5469
1057,4390
33826,6682
1059,507
1060,747
1061,2
33830,6926
1063,4579
1064,4648
33834,3841
1067,6645
33836,5205
1069,7314
33838,7096
1073,171
132146,5876
1076,7315
1077,581
1078,2287
1079,172
1080,435
1081,2548
1082,2172
1083,4371
1084,748
1085,3338
1086,2173
1087,5975
1088,749
1089,173
1090,2174
1091,2175
1092,750
1093,751
1094,752
1095,753
1096,2288
1097,174
1099,4743
1100,754
1101,527
1103,2176
1104,1954
1105,3583
1111,4696
1112,4580
1113,6334
1114,2549
1120,755
98491,5248
1124,2177
1125,175
1126,2178
1127,176
1128,2179
1129,3
1130,2180
1131,756
1132,4139
1133,6476
1135,2243
1136,177
1137,6197
33912,8040
1145,7659
1147,757
1148,436
33917,8041
1150,3015
1151,8337
1152,7809
1153,7810
1154,7811
1161,2181
1162,5533
1163,4242
99468,1759
1165,5122
99470,5844
1167,6041
1168,8338
1169,7180
1171,758
1172,4
1173,759
1174,7619
1175,1955
1176,760
1177,508
1178,761
1179,762
1180,6872
1181,2550
1183,763
1184,6302
1185,2182
1186,764
1187,4473
1188,2289
1189,765
1190,6873
1191,5892
1192,4391
1193,327
1194,178
1196,179
1197,105
1198,180
1199,766
1200,181
1201,553
1202,2290
1203,767
1204,388
1206,182
1207,768
1208,183
1209,769
1210,106
1211,770
1212,771
1213,184
1214,185
1215,582
1216,2183
1217,772
1218,773
1219,186
1220,187
1221,328
1222,188
1223,437
1224,2244
1225,189
1226,2551
1227,2184
1228,774
1230,190
1231,438
1232,1956
1233,775
1234,776
1235,107
1236,7309
1237,1957
1238,2185
1240,191
1241,1958
1242,439
1243,192
1244,777
1245,1959
1246,778
1247,329
1248,779
1249,780
1250,389
1251,781
1252,782
1253,2186
1254,783
1255,1960
1256,2245
1257,193
1258,194
1259,195
1260,784
1261,2187
1262,785
1263,5
1264,786
1265,196
1266,787
1267,788
1268,2188
1269,2189
1270,197
1271,108
1272,789
1273,4392
1274,2190
1275,440
1276,390
1277,2291
1278,198
1279,4393
1280,790
1281,791
1282,199
1283,792
1284,793
1285,200
1286,2191
1287,6
1288,201
1289,794
1290,795
1291,202
1292,2192
1293,7
1295,583
1296,2246
1297,796
1298,203
1299,2193
1300,2502
1301,2247
1302,441
1303,797
1304,798
1305,2292
1306,2194
1307,204
1310,7479
93061,6017
1312,8339
103984,7743
1317,4581
1320,799
1321,2195
1322,4286
1323,3533
1324,6176
1325,8340
1326,3534
1327,2196
1328,6497
1329,8341
1330,4287
1331,7700
1332,205
1333,800
1334,206
1335,8342
1336,2197
1337,7588
1339,8
1340,2986
1341,4394
1342,801
1343,9
1344,207
1345,2198
1346,2248
1347,2199
1348,1961
1349,6947
1350,2200
1351,4250
1352,2552
1353,442
1354,2201
1355,7589
1356,208
1357,509
1358,391
1359,2953
1361,802
1363,6042
99669,5845
1366,2503
1367,3016
1369,7621
1370,803
1371,10
1372,209
1373,443
1374,210
34143,2460
1376,211
1377,212
1378,109
1379,4582
1380,213
1381,2202
34150,1461
1384,4395
34153,3563
1387,214
1388,215
1389,2204
1390,2553
1391,805
1392,4474
1393,330
1394,445
1395,2249
1396,216
1397,6335
66934,1586
1399,2554
1401,5534
1404,5649
1405,11
1406,7622
1407,806
132480,1882
1409,2480
1410,6869
1411,510
1413,7480
1414,6585
1415,7623
1416,2947
236,2277
1419,5535
1420,4396
1422,2555
1423,528
99728,4029
1425,5650
1427,2250
1428,6485
1429,4583
1430,4864
1431,5621
1432,5569
1433,7701
1437,3065
1438,2293
1440,2556
1441,2205
1442,7181
1444,6537
1445,5988
1446,6603
1447,4865
1449,807
1450,8603
1453,5679
1454,7645
1455,5536
1456,3644
1457,3107
1458,8343
1459,529
99764,3485
1461,2557
1463,6870
1464,808
1465,8344
1466,809
1468,5622
1472,4251
1473,7702
1474,3584
1475,7789
1476,810
49,6831
1479,811
1480,4475
1482,7660
1483,812
1484,813
1485,331
1487,4649
1488,2558
1489,6043
1490,4866
99795,7045
1493,8345
1495,5623
1497,6783
1498,4818
1499,530
1500,455
1501,7661
1502,814
1503,815
1504,6992
5712,2898
99811,1760
1508,2559
99813,6933
1513,816
1515,2294
1516,4397
1517,817
1518,4584
33021,6241
1523,2560
1525,5458
1526,6586
1527,818
1529,819
1531,8346
1532,4867
1535,4398
1537,4748
1539,8604
1541,511
1542,4960
1543,8347
1544,217
1545,3066
1546,820
1549,8348
1550,8349
67087,1587
1552,456
34321,6614
1554,4252
34323,3169
1556,821
34326,2461
1562,822
1563,8605
34332,4747
34334,1463
34336,6759
1569,823
1570,1962
1571,8606
1572,4824
1573,824
1575,6486
1580,110
1581,5989
1582,7792
1583,5093
1584,512
1586,4112
1587,3535
1588,2562
1589,825
1590,3645
1591,3067
1592,5997
1593,4523
1594,4399
1595,3646
1596,6874
1597,826
1598,2563
1599,3647
1600,6338
1601,5470
1602,6587
1603,3648
1604,6671
1605,7182
1606,4586
1608,827
1609,7130
1610,828
1611,531
1612,3108
1613,4587
1614,2564
1615,829
1616,830
1617,457
1619,4372
1620,2565
1621,7297
1623,5067
1624,2566
1625,458
1626,5990
1627,1963
1629,6588
1631,7662
1632,4868
1633,5894
1635,831
1636,3359
34405,1464
1639,392
1640,8350
1641,2252
1642,6589
1643,5471
1644,832
1645,833
1646,4588
1647,5012
1648,4400
1649,834
1652,6198
1653,835
1654,7624
1655,4288
67193,1588
1658,4524
1660,7663
67197,3237
1663,218
1665,4767
1667,4650
1668,4790
34437,2060
1670,4373
1671,8552
1672,2567
1673,836
1674,219
1676,837
1678,4589
1680,513
1681,2509
1682,332
1683,4561
1684,5670
1686,2568
1687,393
1688,4525
1689,838
1690,532
1692,9049
1693,2253
1694,839
1696,8352
98587,3043
1701,2569
1702,4590
1703,5537
1704,459
1707,3127
71282,1614
1711,2570
1713,4591
1715,8353
67252,3942
1717,840
1719,533
1721,111
1722,841
132796,1883
1726,2571
1727,4476
100032,1761
1729,842
100034,4782
67267,4715
1732,584
1733,7625
1734,4401
1735,843
1739,4870
1744,5680
1746,4791
1747,394
1748,844
1750,5013
1752,845
1753,846
1754,460
1755,6514
1756,6632
1757,7114
67295,6012
1760,2954
1762,3649
34532,5052
34534,5350
1767,7183
34536,6685
1769,2254
1771,8356
1772,3068
34542,1465
1777,333
1779,847
1783,2572
1784,334
1785,2573
1788,4402
1791,2574
1792,848
1794,7069
1795,5472
1796,7481
1797,2295
1798,2575
1799,2255
1801,4477
100106,7577
1804,4526
1805,220
1806,3109
1807,849
1809,1964
1810,850
1812,7703
34583,7398
1816,851
98607,4027
1821,3110
1822,8357
5765,4903
1824,4592
67361,8708
1826,3650
1827,852
1831,853
1833,4593
1834,854
1835,2296
1836,855
1837,6590
1839,5467
1840,3651
1841,4403
98611,8195
1844,5473
1845,856
1846,4478
1848,4594
1852,4595
1854,7704
100159,4030
1856,4404
1858,221
1859,857
1860,858
1861,7482
1862,859
1863,4527
1864,2576
1865,7171
1866,4596
1870,6994
67408,3239
1873,2297
6609,5594
1875,6457
1876,395
1878,7646
1880,3069
1881,5674
1882,860
1883,861
1884,112
1885,4597
1886,4871
1887,534
1888,3360
1889,862
1891,8358
1892,2500
67429,8116
1894,4598
1895,863
1896,7184
1897,864
1900,2298
1901,8599
1902,7706
33085,7029
1904,865
1907,2208
1909,396
1910,7664
1911,3383
1912,866
1913,4140
1914,867
1916,3652
1917,222
1918,223
1919,7008
1920,3653
1921,868
1922,6646
1923,335
1924,4405
5782,1993
1926,6817
1927,2299
1928,8433
1929,4406
1931,2300
1932,2301
1933,6818
1934,5901
1935,2302
1936,5494
1937,4374
1938,5094
1939,4407
1940,5495
1941,2303
1942,5496
1943,2577
1944,2304
1945,869
1946,2305
1947,2306
1948,3361
1949,2307
1950,870
1951,2308
1952,871
1953,12
1954,224
1955,872
1956,873
1957,2309
1958,2310
1959,2311
1960,2209
1961,225
1962,874
1963,6303
1964,875
1965,2578
1966,4408
1967,226
1968,227
1969,3364
1970,4289
1971,4290
1972,4291
1973,4292
1974,2955
1975,3536
1976,4638
1977,3537
1978,3538
1979,3539
1980,8359
1981,3540
1982,2579
1983,2956
1984,2957
1985,4293
1986,8360
1987,3541
1988,4294
1989,8361
1990,8362
1991,3654
1992,4507
1993,5262
1994,228
1995,3384
1996,3542
1997,336
1998,5220
1999,4409
2000,229
2001,397
2002,230
2003,231
2004,3111
2005,232
2006,876
2007,7185
2008,8608
2009,2580
2010,877
2011,878
2012,879
2013,2210
2014,233
2015,2581
2016,3552
2017,4651
2018,234
2019,398
2020,235
2021,236
2022,2312
2023,337
2024,2582
2025,880
2026,4295
2027,2313
2028,113
2029,6995
2031,6044
2032,8591
2033,237
2034,238
2035,7316
2036,6753
2037,3543
2038,639
2039,6045
2040,5624
2041,881
2042,554
2043,4410
2044,3544
2045,6046
2046,239
2047,8363
2048,6047
2049,7812
2050,5681
2051,6000
2052,3405
2053,4599
2054,240
2055,8364
2056,7813
2057,6048
2058,882
2059,3613
2060,883
100365,1763
2062,7310
2063,8609
2064,241
2065,2510
2066,1965
2067,1966
2068,2314
2069,4296
2070,2583
2071,4600
2072,399
2073,6647
2074,7757
2075,3021
2076,884
2077,4962
2078,242
100383,1764
2080,243
2081,244
2082,2584
2083,2585
2084,4963
2085,245
2086,246
2087,247
2088,2586
2089,3655
2090,3656
2091,248
2092,3022
2093,3385
2094,249
2095,6592
2096,250
2097,3545
2098,6593
2099,4375
2100,251
2101,4601
2102,252
2103,9043
2104,4602
2105,13
2106,4081
2107,2958
2108,535
2109,253
2110,254
2111,3546
2112,2587
2113,4297
2114,255
2115,256
2116,2588
2117,1967
2118,1968
2119,4298
2120,2589
2121,2590
2122,2591
2123,3568
2124,257
2125,514
2126,885
2128,5029
67665,1589
2130,3547
2131,3023
2132,2315
2133,886
2134,887
2135,4376
2136,2592
2137,4411
2138,3657
2139,461
2140,258
2141,259
2142,3658
2143,260
2144,261
2145,888
2146,2593
2147,5068
2148,2594
2149,4299
2150,14
2151,4683
2152,8300
2153,3128
2154,7311
2155,4196
2159,1969
2160,889
2161,262
2162,4652
2163,3548
2164,3659
2165,7070
2166,2595
2167,890
2168,6049
2169,6835
2170,2959
2171,6304
2173,5539
2174,263
2176,2316
2177,5578
2178,2317
2180,3553
2181,2318
2182,5095
2183,2319
2184,2596
2186,891
2187,5638
2188,2597
2189,8365
2190,7647
2191,8508
2193,15
2194,264
2195,3660
2197,6748
67734,1590
2200,5579
2201,5497
2202,2504
2203,2320
2204,1970
2205,2321
2206,6050
2207,6949
2208,4344
133281,8884
2210,7317
2212,6819
100517,1765
2214,7462
2215,8366
2219,4412
33138,6242
100527,6934
2227,4413
2231,892
2232,893
2236,2598
2237,7186
2238,5540
2239,7806
2240,2599
2241,5541
2243,894
2244,7707
2245,2600
2246,6648
2247,2601
2248,265
2249,515
2250,6836
375,7175
100556,1766
2253,2603
2254,6305
2255,2604
2256,8367
2257,6306
2259,585
2260,7814
2261,6594
2262,4758
2263,266
2264,2605
2265,6595
2266,5625
2267,2606
2268,267
2269,895
2271,6837
2272,5651
2273,338
2275,4087
2276,7187
100581,1767
2278,516
2279,4300
2280,6838
2282,896
2283,7815
2284,8551
2285,5542
2286,2607
2287,3339
2288,897
2289,268
2290,4414
2291,517
2292,7708
133365,8885
2294,16
2295,8368
2296,2608
2297,4113
2300,2505
2301,2256
2302,462
2303,898
2304,6996
2305,3661
2306,4603
2307,2609
2310,5082
2311,899
2312,4415
2313,900
2314,6839
2315,3662
2316,4653
2318,114
2320,2610
2321,901
2322,3070
2323,7665
2324,463
2325,5991
2327,3663
2328,5519
2329,464
2330,4528
67867,5158
2333,902
2334,903
2335,3664
2336,904
2337,4604
2338,2987
2339,5520
2340,905
33158,7518
2342,8530
2344,536
2345,4416
2346,2611
2347,2612
2348,269
2349,4562
2350,8369
2351,906
2352,2613
2353,465
2354,5521
2355,339
2356,2501
2357,907
2359,4197
2360,908
2361,2322
2362,4417
2363,4825
2364,6749
2365,4605
2366,909
2367,2511
2368,3386
2369,910
2370,5543
2371,270
2372,5682
2373,4606
2374,2614
2375,4607
2376,2615
2377,7790
2378,911
2379,3129
2380,4254
2381,3130
2382,4255
2383,3131
2384,2512
2385,4654
2386,5522
67923,3944
2388,6997
2389,2616
2390,3112
2391,518
2392,5069
2393,3585
2394,640
2395,913
2396,519
2397,4418
2398,2617
2399,5544
2400,8434
2401,4823
2402,2257
2403,271
2404,3665
2405,914
2406,272
2407,915
2408,3365
2409,273
2410,537
2411,2618
2412,2619
2413,916
2414,3340
2415,5652
2416,4635
2417,2620
2418,2621
2419,7188
2420,2622
2421,3666
2422,3667
2423,466
2424,340
2425,4608
2427,520
2428,917
2429,3668
2430,3341
2431,2258
2432,2623
2433,2624
2434,5083
2435,2625
2436,4377
2437,7666
2438,6536
2439,918
2440,4609
100745,1769
2442,4378
2443,4301
2445,4302
2446,6607
2447,919
2448,6750
2449,4872
2450,4088
2451,3669
2453,4419
2454,274
2455,17
2456,3588
2457,2626
2458,5683
2459,2259
2460,586
67997,1591
2462,4304
2463,2627
2464,7709
2465,4305
2467,275
2468,2628
2469,3604
2470,2506
2471,3342
2472,6596
2473,5627
2474,2323
2475,3554
2476,5096
2478,920
2479,8370
2481,7668
2482,5474
2483,7633
2485,4306
2486,6608
2487,5475
2488,5727
2490,521
2491,6051
2492,4730
2493,7758
2494,6840
2495,3670
2496,3113
2497,5703
2498,4610
2499,6458
2500,6052
2501,522
2502,341
2504,4731
2505,921
2506,6597
2507,2960
2511,7669
2513,115
2514,7463
2515,8371
2516,6548
2517,2629
2518,2630
2519,8372
2520,2631
2521,2632
2522,3071
2523,2633
2524,2634
2525,5998
2526,7751
2527,2988
2528,400
2529,401
2530,2635
2531,2636
2532,2637
2533,2638
65552,5390
2535,2639
2536,3072
2537,3343
2539,523
2540,4655
2541,922
2542,923
2545,6609
2546,6307
2548,4420
2549,4082
2550,6579
2551,276
2552,5628
2553,2989
2554,7483
2555,3671
2557,5728
2558,4529
2559,7710
2560,924
2561,2640
2562,4819
2563,4530
2565,4379
2566,7711
2567,4792
2568,925
2569,5476
2570,5653
2571,402
2572,624
2573,7133
2574,926
2575,927
2577,2641
2579,928
2580,929
2581,930
2582,3672
2583,2507
2585,931
2586,8374
2587,4611
2589,6649
2590,4612
71429,3958
2594,932
2596,555
2597,5629
2598,933
2599,934
2600,935
68137,4186
2605,936
2606,1971
2607,5084
2609,7484
2610,6841
2611,2642
2612,5498
2613,4563
2615,5545
2616,277
2617,937
2618,6308
2620,4656
68157,1592
2622,3114
68159,1593
2624,938
2625,6515
2626,6610
2627,7485
2628,278
2629,5085
2630,5086
2631,7816
2633,7590
2634,7591
2635,7592
2636,7593
2637,7594
2638,7595
2639,2643
2640,279
2641,2644
2642,2645
2643,4847
2644,2324
5902,1299
2647,7596
2648,939
2649,7597
2650,7598
2651,7599
2652,5725
2653,7600
2654,5902
2655,8375
2656,7752
2657,403
68194,5159
2659,280
2660,4613
2661,8559
2662,2508
2664,2646
93287,7737
2668,587
2669,3344
2670,3362
2671,940
2672,1972
2673,4141
2674,7670
2676,5070
2677,1973
2678,941
2681,6672
2682,7189
2683,281
2686,942
2687,2647
2688,2648
2689,2961
2690,2211
2691,6053
2692,404
2693,7172
2694,116
2696,5477
2697,7486
2699,282
2700,943
2701,944
2702,117
2704,5478
2706,342
2707,945
2708,8531
2709,946
2710,947
2712,948
2713,949
2714,5684
2715,7608
2716,118
2717,950
2718,951
2719,4556
2720,641
2721,2325
2722,952
2723,283
2724,642
2725,4421
2726,953
2727,7319
2728,2326
2729,954
2730,2327
2731,2328
2732,5546
2733,6650
2734,284
2735,5459
2736,4851
2738,2649
2739,2329
2741,2650
2745,4684
2746,2330
2747,4422
2748,3345
2749,2651
2750,2652
2751,7712
133824,5877
2753,7689
2754,8376
2755,7817
2757,2653
2758,7609
2759,955
2761,405
2762,119
2763,956
2764,4423
101070,3045
2767,8378
2769,957
2770,285
2771,5071
101076,1770
2774,5630
2775,6611
2776,7134
2779,3605
2780,6516
2781,7601
2782,2654
68319,1595
2784,4424
2786,7713
2787,2655
2788,286
2789,4307
2790,2656
2791,287
2792,3555
2793,2657
2794,2658
2795,288
2796,5631
2797,289
2798,3673
2799,4873
2800,8379
2801,4380
2802,2659
2803,958
2804,290
2805,2331
2806,3366
2807,5336
101112,1771
2809,6673
2810,4826
68347,7104
2812,7191
2815,3346
2816,3347
2817,3348
2819,959
2820,4425
2822,291
2824,7487
5932,7338
2826,538
2827,539
2828,4614
2829,2660
2832,8600
2835,5337
2836,3115
2837,6998
101142,3311
2839,7071
2840,540
2841,120
2843,4697
2844,4426
2845,4874
2846,3556
2847,5895
2848,6309
2849,8637
2850,8380
2851,2661
2852,2662
2853,5730
2855,8381
2856,2663
2857,524
2858,121
2859,4427
2860,3674
2861,643
2862,3675
2863,2990
2864,6199
27784,5790
2866,4428
2867,292
2868,4308
2869,8610
2870,5097
2871,960
2872,293
2874,6054
2875,2664
2876,6055
2877,294
2878,7818
2879,3116
2880,6517
2881,541
2882,5073
2883,2665
2884,6310
2885,6842
2886,6056
2887,8653
2888,2962
2889,5110
2890,406
2891,2963
2892,1974
2893,5479
2894,6612
2897,5704
2898,7714
2899,5547
2900,3676
2901,2991
2902,295
2903,296
2904,5548
2905,961
2906,4657
2907,542
68444,3946
2912,962
2913,5123
2915,963
2916,297
2917,2666
2918,298
2919,4429
2920,4430
2921,2992
2922,4431
2923,8560
2924,3677
2925,964
2926,543
87869,1685
2928,4309
2929,2667
2930,6843
2932,2332
2935,5639
2936,6820
2937,7819
2938,5549
2939,6613
2940,5580
2941,3349
2942,2513
2943,6297
2944,2668
2945,8382
2946,5098
2947,965
2948,3678
2949,966
2950,2669
2951,2993
2952,967
2953,2260
2956,2670
71490,7056
2959,122
2961,6057
2962,4243
2964,5731
2966,2671
2967,2672
2968,18
2969,5896
2970,2333
2971,2673
2972,5897
2973,968
2974,3679
2975,5087
2976,969
2977,2674
2978,3117
2979,4875
101285,5928
2982,8383
2983,970
2984,5460
2985,971
2986,299
2987,300
2988,5099
2989,2675
2990,972
2991,301
2992,8384
2993,973
2995,544
2996,6674
2997,343
2998,8304
3000,974
3001,5074
3002,7320
3003,8611
3004,975
3005,545
3006,976
3007,977
3008,978
3010,979
3011,4432
3013,3680
3015,2676
3016,302
3017,4310
68554,3616
3019,546
3020,980
3021,8385
3022,4198
3024,4311
3025,8435
3028,5550
3029,7715
3030,981
505,4946
3032,2677
3033,982
3034,303
3035,2678
3036,3681
3037,4199
3038,2679
3039,304
3040,305
5968,1307
3042,6598
3043,6599
3044,983
3045,5480
3046,4876
3047,8612
3048,7716
3051,4312
3052,407
3053,2334
3054,4969
3055,8305
101360,8789
3057,7488
134130,1885
3060,306
3061,4433
3062,2994
3063,2680
3064,7793
3066,2995
3067,2335
3068,2681
3069,5551
3070,3557
3071,307
3072,2682
3074,2683
3075,5732
3076,5100
3077,984
3078,6032
3079,3406
3081,985
3082,986
3083,987
3086,3407
3087,2684
3088,2336
3089,988
3090,5552
3091,5553
3093,4434
3094,6311
3095,2337
3096,6822
3097,5581
3098,2685
3099,4615
3100,2338
3101,308
3102,2686
3103,7192
3104,309
3105,2687
3106,5654
3107,989
3108,310
3109,5655
3110,5656
3111,2688
