UserID,MovieID,Real Rating,Predicting
43,3535,1.0,0.0
44,260,3.0,4.7
45,899,4.0,3.5
46,1965,5.0,2.5
46,7004,5.0,0.0
46,58559,5.0,4.8
46,80463,5.0,0.0
46,98124,5.0,0.0
47,2,5.0,3.3
47,10,4.0,3.0
47,95,3.0,0.0
47,266,3.0,3.0
48,231,3.5,3.0
48,784,2.5,1.0
48,1214,3.5,3.0
48,1270,3.5,3.2
48,1580,3.5,0.0
48,2167,3.5,0.0
48,2355,3.5,0.0
48,2722,2.5,0.0
48,4022,3.5,1.3
48,4270,3.0,0.0
48,4973,5.0,1.2
48,5502,3.5,0.0
48,7256,4.5,0.0
48,7360,2.5,0.0
48,8582,4.0,0.0
48,8961,3.5,2.2
48,27523,3.5,0.0
48,30793,3.5,0.0
48,31435,5.0,0.0
48,33166,3.5,0.0
48,47610,4.0,1.0
48,48043,3.5,0.0
48,48385,3.5,1.0
48,50601,4.0,0.0
48,52281,3.5,1.2
48,52287,3.0,0.0
48,52328,2.5,0.0
48,53121,2.5,0.0
48,55444,4.5,0.0
48,55768,3.0,0.0
48,55908,3.5,0.0
48,56782,3.5,1.3
48,57669,4.0,0.0
48,59387,4.0,0.0
48,60684,3.5,1.5
48,63859,3.5,0.0
48,67408,3.0,0.0
48,71282,3.0,0.0
48,71379,4.0,0.0
48,71462,4.0,0.0
48,72998,4.5,2.0
48,73881,4.0,0.0
48,74228,3.5,0.0
48,80463,4.5,1.2
48,80831,2.5,0.0
48,81562,3.5,1.2
48,84152,4.0,0.0
48,85736,4.5,0.0
48,85788,3.5,0.0
48,95167,5.0,1.5
48,95510,3.0,1.5
48,95858,4.0,0.0
48,96606,3.0,0.0
48,99114,4.0,4.2
48,103042,3.5,0.0
48,103249,2.5,1.5
48,104841,2.5,2.3
48,106072,2.5,1.3
48,110655,2.5,0.0
48,112852,3.5,2.7
49,258,1.0,0.0
49,590,3.0,2.3
49,736,4.0,0.0
49,1291,5.0,1.3
49,1374,3.0,1.0
49,1391,3.0,1.7
49,2414,3.0,0.0
49,3247,3.0,0.0
49,3412,3.0,1.3
50,165,4.0,3.0
50,185,3.0,2.0
50,349,3.0,3.3
50,440,4.0,1.3
50,527,4.0,3.3
51,1888,3.0,0.0
51,2605,5.0,1.0
51,2761,5.0,0.0
51,3219,5.0,2.3
52,365,1.0,1.0
52,866,4.0,1.2
52,1639,1.0,3.2
52,1969,0.5,0.7
52,2338,1.0,0.0
52,2408,0.5,0.0
52,6058,1.0,0.0
52,43744,4.0,0.0
53,2840,2.0,2.0
53,3178,4.0,0.0
54,1203,4.5,2.3
54,1680,4.0,0.3
54,2991,3.5,0.0
54,6378,4.5,0.0
54,79132,2.5,0.0
55,260,5.0,4.3
55,608,3.0,0.0
55,724,4.0,0.0
55,733,4.0,4.3
55,737,3.0,0.0
55,832,5.0,0.0
56,50,4.0,4.5
56,176,4.0,0.0
56,293,4.0,0.7
56,356,4.0,3.3
56,673,2.0,0.0
56,942,2.0,0.0
56,1036,5.0,2.8
56,1213,4.0,4.0
56,1235,5.0,0.0
56,1307,2.0,0.0
56,1358,4.0,0.0
56,1466,4.0,0.0
56,1923,4.0,0.0
56,2082,2.0,0.0
56,2746,5.0,0.3
56,2804,4.0,0.0
56,2951,2.0,0.0
56,3361,2.0,0.0
56,3552,2.0,0.5
56,3791,4.0,0.0
56,4054,4.0,0.0
56,4226,4.0,3.7
56,4306,4.0,1.8
56,4776,2.0,0.0
56,5902,4.0,0.8
56,5952,4.0,3.2
56,6873,2.0,0.0
56,7263,4.0,0.0
56,8360,4.0,0.7
56,8807,4.0,0.0
56,32587,4.0,0.0
56,33660,4.0,0.0
56,46948,4.0,0.0
56,46970,4.0,1.0
56,50872,4.0,1.3
56,53123,4.0,0.0
56,55805,4.0,0.0
56,55820,5.0,3.0
56,57669,5.0,0.0
56,59369,2.0,0.0
56,63131,5.0,0.0
56,64983,2.0,0.0
56,68157,4.0,2.8
56,68954,4.0,2.8
56,69122,4.0,2.2
56,69306,2.0,0.0
56,71466,4.0,0.0
56,72720,2.0,0.0
56,81562,4.0,1.2
56,90600,4.0,0.0
56,96467,5.0,0.0
56,96728,5.0,0.0
56,106100,4.0,1.2
56,107348,4.0,0.0
56,111362,2.0,0.0
57,164,3.0,0.0
57,260,4.0,5.0
57,635,5.0,0.0
57,1007,3.0,0.0
57,1128,2.0,0.0
57,1130,4.0,0.0
57,1200,3.0,1.0
57,1327,4.0,0.0
57,1357,5.0,0.0
57,1617,4.0,0.0
57,1892,5.0,1.0
57,1947,5.0,0.0
57,1964,5.0,0.0
57,1967,3.0,0.0
57,1975,2.0,0.0
57,2003,3.0,1.0
57,2125,4.0,0.0
57,2174,5.0,0.0
57,2301,3.0,0.0
58,344,1.0,2.3
58,965,5.0,0.0
58,1019,4.0,2.5
58,1269,5.0,0.0
58,1608,5.0,1.3
58,2505,4.0,0.0
58,2551,2.0,0.0
58,2817,2.0,0.0
58,3649,3.0,0.0
59,318,2.5,3.7
59,858,5.0,0.0
59,2542,2.0,0.0
59,2716,2.0,0.0
59,2858,4.0,0.7
59,5060,3.5,0.0
60,173,3.5,1.5
60,1485,2.5,2.0
60,3949,5.0,0.8
60,8981,5.0,0.0
60,27773,4.5,0.0
61,34,2.0,0.8
61,50,5.0,0.0
61,588,3.0,2.3
61,1010,3.0,0.0
61,2054,2.5,0.0
61,2078,1.5,0.0
61,2085,2.5,0.0
61,2174,2.0,0.0
61,2953,3.0,0.0
61,4246,3.5,0.0
61,4886,3.0,1.0
61,5299,3.5,1.5
61,6218,2.5,0.0
61,34150,2.5,0.0
61,53464,2.5,0.0
61,57640,2.5,0.0
62,318,3.5,5.0
62,6016,4.0,1.5
62,54286,4.0,0.0
62,69481,3.5,0.0
63,58,0.5,2.2
63,151,0.5,2.7
63,720,4.0,2.0
63,1080,4.5,0.0
63,1408,4.5,1.2
63,1474,1.0,0.0
63,1639,5.0,1.3
63,2640,4.5,2.7
63,2710,4.0,0.0
63,2762,3.0,1.7
64,110,4.0,3.7
64,253,5.0,3.0
64,318,5.0,2.7
64,344,2.0,2.0
64,593,5.0,4.7
65,2871,4.0,1.3
65,2971,5.0,1.0
66,110,4.0,3.3
66,1200,3.0,1.3
66,1732,2.0,0.0
66,2268,4.0,0.0
67,60,4.0,0.0
67,260,4.0,1.0
67,282,5.0,1.0
67,316,3.0,3.7
67,493,4.0,0.0
67,541,4.0,0.0
67,616,4.0,0.0
67,711,3.0,0.0
67,743,2.0,0.0
67,784,3.0,0.0
68,150,4.0,3.5
68,317,3.0,0.0
68,356,4.0,4.3
68,457,4.0,1.3
68,587,4.0,1.8
68,778,2.5,2.2
68,908,4.0,0.0
68,1035,4.0,0.0
68,1302,4.5,0.0
68,3148,1.5,0.0
68,3510,4.5,0.0
68,3755,3.0,0.0
68,6377,3.0,0.0
68,6863,3.5,0.0
68,7153,5.0,2.5
68,8623,4.0,0.0
68,26025,3.5,0.0
68,31685,4.0,0.0
68,46976,3.5,0.0
68,56367,4.5,0.0
69,1,5.0,3.5
69,19,4.0,1.0
69,104,4.0,1.5
69,596,3.0,0.0
69,1193,5.0,0.0
69,2240,4.5,0.0
69,3977,3.5,0.0
69,4993,5.0,4.0
70,65,3.0,2.7
70,95,5.0,2.0
70,141,5.0,2.7
70,780,4.0,4.3
70,849,5.0,1.3
70,1061,5.0,0.0
71,3481,4.0,4.0
71,3925,5.0,0.0
72,318,4.0,4.5
72,527,4.0,1.3
72,2028,3.5,2.7
72,4011,3.5,0.0
72,4973,3.5,0.0
72,5952,3.0,1.0
72,6874,3.5,1.2
72,7502,3.5,1.3
72,44195,3.5,0.0
72,54001,2.5,0.0
72,54503,3.0,1.0
72,56757,3.5,0.0
72,72998,2.0,0.0
72,81562,3.5,0.0
72,89492,3.5,0.0
72,106920,4.0,0.0
72,117176,3.5,0.0
72,122882,4.0,2.7
72,122886,3.0,0.0
73,32,5.0,4.2
73,158,2.0,0.0
73,233,4.0,0.0
73,239,3.0,0.0
73,246,4.5,0.0
73,258,2.0,0.0
73,266,4.0,0.0
73,292,3.0,2.8
73,318,5.0,4.5
73,333,2.0,0.8
73,367,2.0,2.8
73,374,2.5,0.3
73,520,4.0,1.2
73,589,3.0,4.2
73,590,4.5,1.3
73,708,2.5,0.8
73,742,2.5,0.0
73,748,3.5,0.0
73,761,2.5,0.0
73,924,1.5,4.0
73,1089,3.5,4.2
73,1101,3.5,1.8
73,1129,4.0,0.7
73,1196,5.0,3.0
73,1208,5.0,1.5
73,1288,2.5,1.3
73,1339,3.0,2.2
73,1372,3.5,1.0
73,1377,3.5,3.3
73,1391,3.0,1.7
73,1394,4.0,1.3
73,1408,3.0,1.2
73,1515,3.0,0.0
73,1603,2.5,0.0
73,1625,4.0,2.3
73,1674,3.5,1.2
73,1681,1.5,0.0
73,1704,4.0,2.5
73,1707,1.5,0.0
73,1752,2.0,0.0
73,1762,3.5,0.0
73,1961,4.0,1.3
73,1974,3.5,1.0
73,1982,4.0,1.0
73,2011,4.0,2.8
73,2021,3.5,1.0
73,2078,5.0,1.2
73,2089,3.5,1.0
73,2105,3.0,1.3
73,2138,4.5,1.2
73,2231,4.0,1.3
73,2329,4.5,4.3
73,2340,0.5,0.0
73,2395,4.5,2.3
73,2412,2.0,0.0
73,2422,3.0,0.5
73,2617,3.5,1.7
73,2657,2.0,1.0
73,2712,4.5,1.7
73,2728,4.0,0.0
73,2804,4.0,2.5
73,2841,4.0,0.0
73,2872,3.5,1.2
73,2985,4.0,3.0
73,3016,4.0,1.0
73,3020,4.0,1.0
73,3146,2.0,0.8
73,3252,4.0,0.0
73,3267,3.5,1.3
73,3360,3.5,0.0
73,3471,3.0,1.2
73,3489,3.5,1.0
73,3552,4.0,2.3
73,3555,2.0,1.2
73,3785,3.0,1.8
73,3897,4.0,3.8
73,3917,3.0,1.2
73,3948,4.0,1.3
73,3994,2.5,3.2
